Invoice_ID,Booking_Date,Invoice_Date,Model,Variant,Fuel_Type,Color,Sales_Channel,Salesperson_ID,Ex_Showroom_Price,Discount,Finance_Used,Exchange_Used,Gross_Margin,Net_Sale_Price
INV11022,2025-12-25,2024-08-05,Creta,Top,Diesel,Blue,Walk-in,SP19,1627448,36790,Yes,No,43082,1590658
INV11023,2024-06-13,2024-07-08,Baleno,Top,Diesel,Silver,Referral,SP18,1496454,30885,Yes,Yes,41891,1465569
INV11024,2024-01-05,2025-02-20,Baleno,Base,Diesel,Red,Referral,SP19,1094621,65214,No,Yes,126566,1029407
INV11025,2025-01-13,2025-11-05,Venue,Mid,Diesel,Blue,Walk-in,SP11,1224203,76544,Yes,No,82395,1147659
INV11026,2024-03-18,2025-11-22,Baleno,Base,EV,White,Digital,SP3,1005241,44870,No,Yes,70955,960371
INV11027,2025-02-13,2025-06-29,Baleno,Base,Petrol,Black,Digital,SP8,1777752,48110,No,No,52314,1729642
INV11028,2025-07-27,2024-02-10,Creta,Base,Diesel,Silver,Digital,SP20,587844,5171,Yes,Yes,43500,582673
INV11029,2024-05-11,2024-11-02,Venue,Top,Diesel,Blue,Digital,SP19,1272427,9589,No,Yes,73685,1262838
INV11030,2025-08-23,2024-12-03,Baleno,Top,EV,Silver,Corporate,SP10,589751,18077,No,Yes,143947,571674
INV11031,2024-02-11,2024-11-09,Nexon,Top,EV,Black,Referral,SP16,1678393,64874,Yes,No,84783,1613519
INV11032,2024-03-29,2024-03-15,Baleno,Mid,Petrol,Blue,Referral,SP5,558326,72246,No,No,120229,486080
INV11033,2025-02-05,2024-10-05,Venue,Top,Petrol,Blue,Digital,SP20,1023292,38227,Yes,Yes,70189,985065
INV11034,2024-10-22,2024-06-24,City,Mid,EV,Silver,Digital,SP9,1721650,14937,No,Yes,113554,1706713
INV11035,2024-10-21,2025-10-23,Venue,Top,Diesel,Black,Digital,SP8,524022,9754,No,No,39567,514268
INV11036,2025-09-07,2024-09-29,Creta,Top,Diesel,White,Referral,SP11,584458,25688,Yes,No,45978,558770
INV11037,2025-06-09,2025-09-11,City,Base,Diesel,Blue,Referral,SP16,648317,7048,Yes,Yes,96089,641269
INV11038,2025-11-21,2025-10-12,Nexon,Base,Petrol,White,Digital,SP7,903243,22568,Yes,Yes,29630,880675
INV11039,2025-09-28,2024-10-15,Swift,Base,Diesel,Black,Corporate,SP15,1955778,75019,No,No,32003,1880759
INV11040,2025-02-25,2025-12-24,Venue,Mid,Diesel,Blue,Walk-in,SP20,896742,17545,No,Yes,61444,879197
INV11041,2024-01-23,2024-09-28,Creta,Mid,EV,Blue,Walk-in,SP17,1247157,45217,Yes,No,106184,1201940
INV11042,2025-07-28,2024-03-06,Nexon,Top,Diesel,White,Walk-in,SP6,1855081,48122,Yes,No,51607,1806959
INV11043,2024-05-22,2025-04-27,City,Mid,EV,Red,Referral,SP15,1578109,33746,Yes,Yes,123202,1544363
INV11044,2025-10-26,2024-09-04,Nexon,Top,Diesel,White,Referral,SP8,1780609,8709,No,Yes,44821,1771900
INV11045,2024-05-24,2024-06-04,Venue,Mid,Petrol,White,Walk-in,SP7,1697964,25358,No,Yes,34601,1672606
INV11046,2024-08-12,2024-02-16,Baleno,Mid,Diesel,Red,Walk-in,SP2,1688347,11023,Yes,No,65904,1677324
INV11047,2025-05-17,2025-03-29,Venue,Mid,Diesel,Black,Corporate,SP13,1234851,28756,Yes,No,132882,1206095
INV11048,2025-09-07,2024-07-19,Swift,Base,EV,Black,Referral,SP6,1151729,63175,Yes,No,91657,1088554
INV11049,2024-04-13,2025-10-21,Venue,Mid,EV,Blue,Referral,SP5,1535670,54281,No,Yes,58557,1481389
INV11050,2024-02-08,2024-05-03,City,Base,EV,Silver,Walk-in,SP20,600960,49289,Yes,Yes,72523,551671
INV11051,2024-07-16,2024-01-01,City,Base,Diesel,Silver,Corporate,SP1,647745,58097,Yes,No,101846,589648
INV11052,2025-10-07,2025-10-01,Venue,Mid,Diesel,Blue,Corporate,SP18,1834115,76681,Yes,No,70502,1757434
INV11053,2025-08-01,2024-07-09,City,Top,Petrol,Silver,Walk-in,SP15,1652738,47259,No,Yes,143409,1605479
INV11054,2025-01-25,2025-08-01,Baleno,Top,Diesel,White,Walk-in,SP10,1679280,18839,No,No,42098,1660441
INV11055,2024-06-27,2025-05-30,Nexon,Top,Petrol,White,Referral,SP3,1703355,27410,Yes,Yes,65902,1675945
INV11056,2025-07-07,2025-03-17,Venue,Mid,EV,Red,Walk-in,SP5,977965,11447,No,Yes,138502,966518
INV11057,2025-03-23,2024-05-22,Baleno,Top,EV,Red,Digital,SP13,575937,75665,Yes,No,109067,500272
INV11058,2025-05-14,2024-07-09,Nexon,Base,EV,Blue,Corporate,SP8,1153935,13907,Yes,No,59253,1140028
INV11059,2024-01-15,2025-06-16,Nexon,Top,Petrol,Blue,Walk-in,SP2,1144938,21637,Yes,No,95516,1123301
INV11060,2025-09-14,2024-08-14,Baleno,Mid,Diesel,Blue,Digital,SP9,892888,38196,Yes,No,144582,854692
INV11061,2025-10-30,2024-11-08,Creta,Top,EV,White,Corporate,SP17,1242092,22369,No,No,121929,1219723
INV11062,2024-10-15,2025-09-20,Venue,Base,Diesel,Silver,Digital,SP18,1377944,2589,Yes,Yes,64280,1375355
INV11063,2025-04-22,2024-10-28,Nexon,Mid,Diesel,Blue,Digital,SP13,1688406,23560,Yes,No,28951,1664846
INV11064,2024-08-18,2025-10-15,Nexon,Top,EV,Blue,Walk-in,SP1,906497,3034,No,Yes,28117,903463
INV11065,2025-02-23,2025-04-04,City,Mid,Petrol,White,Corporate,SP12,759188,169,Yes,No,45979,759019
INV11066,2024-06-05,2025-02-04,Nexon,Mid,Diesel,White,Digital,SP20,1793916,3239,No,No,94525,1790677
INV11067,2025-07-03,2025-07-04,Baleno,Mid,EV,White,Referral,SP20,532548,3415,Yes,No,36915,529133
INV11068,2025-03-16,2025-01-27,Nexon,Top,Diesel,Silver,Corporate,SP5,1511403,76944,Yes,No,79261,1434459
INV11069,2024-04-06,2024-07-25,Creta,Mid,Diesel,Blue,Referral,SP8,1916697,3484,Yes,No,115071,1913213
INV11070,2025-02-14,2024-07-28,Venue,Top,Diesel,Black,Walk-in,SP15,724731,53987,Yes,No,117660,670744
INV11071,2024-10-15,2024-04-24,Venue,Base,Diesel,Black,Referral,SP3,1703522,18225,No,Yes,138825,1685297
INV11072,2024-09-10,2025-10-07,Nexon,Top,Diesel,Blue,Corporate,SP6,1486291,61104,Yes,No,129912,1425187
INV11073,2024-07-14,2024-09-07,Swift,Base,Petrol,Blue,Digital,SP13,915505,20936,No,No,118902,894569
INV11074,2025-08-20,2024-08-06,Swift,Top,Petrol,Blue,Digital,SP12,1799636,39612,No,No,92964,1760024
INV11075,2025-06-05,2025-02-10,Baleno,Mid,EV,Blue,Corporate,SP19,1946846,39952,No,No,110417,1906894
INV11076,2025-05-31,2025-03-18,Swift,Top,Petrol,Silver,Digital,SP18,600020,58945,Yes,Yes,90440,541075
INV11077,2025-09-26,2025-08-25,Baleno,Mid,Petrol,Black,Referral,SP1,1131796,5380,No,Yes,55677,1126416
INV11078,2024-04-27,2024-12-19,City,Base,Petrol,Red,Digital,SP7,566846,50298,No,Yes,131855,516548
INV11079,2024-06-07,2025-07-11,Baleno,Top,Diesel,Black,Digital,SP12,1905402,27260,No,Yes,69830,1878142
INV11080,2024-08-15,2025-07-03,Swift,Mid,Diesel,Black,Referral,SP10,942985,32879,Yes,Yes,72536,910106
INV11081,2024-08-03,2024-05-21,Nexon,Base,EV,White,Referral,SP12,1840032,16143,Yes,Yes,28922,1823889
INV11082,2025-11-26,2025-09-03,City,Base,EV,Blue,Referral,SP11,876330,49744,No,No,116696,826586
INV11083,2024-01-15,2025-05-15,Swift,Top,EV,Blue,Walk-in,SP4,1290689,72949,No,No,87561,1217740
INV11084,2024-06-05,2025-12-02,Baleno,Base,Diesel,Blue,Referral,SP19,909062,31578,Yes,Yes,33220,877484
INV11085,2025-10-09,2025-06-30,Creta,Mid,Petrol,White,Referral,SP6,1964275,57331,No,No,65958,1906944
INV11086,2024-09-17,2025-10-20,Venue,Base,Petrol,Silver,Walk-in,SP9,1050846,63815,No,No,73380,987031
INV11087,2024-06-05,2025-06-25,Swift,Base,Diesel,Silver,Digital,SP20,1067476,71519,No,No,22766,995957
INV11088,2024-02-16,2025-05-21,Baleno,Mid,EV,Red,Referral,SP10,1168372,19178,Yes,No,104018,1149194
INV11089,2024-11-19,2025-08-18,City,Base,EV,Silver,Corporate,SP5,1057524,75857,No,No,141449,981667
INV11090,2025-11-15,2024-10-07,Swift,Base,EV,Silver,Referral,SP13,1069364,60197,No,Yes,53159,1009167
INV11091,2024-05-09,2025-02-27,Swift,Base,Diesel,Blue,Referral,SP9,810546,36366,Yes,Yes,30935,774180
INV11092,2025-02-14,2024-09-26,Venue,Base,EV,Black,Walk-in,SP2,856611,52955,No,Yes,23784,803656
INV11093,2024-04-04,2024-06-02,Baleno,Mid,EV,Silver,Corporate,SP18,663148,41911,Yes,Yes,108586,621237
INV11094,2025-09-18,2025-09-05,Creta,Base,Diesel,Silver,Digital,SP1,615827,53619,Yes,Yes,40221,562208
INV11095,2024-10-18,2025-12-27,City,Mid,Petrol,White,Digital,SP12,1303767,44296,Yes,Yes,49179,1259471
INV11096,2024-10-09,2025-10-23,Baleno,Base,Diesel,Red,Corporate,SP10,1068061,22791,No,No,38069,1045270
INV11097,2024-03-09,2024-03-23,City,Base,Diesel,White,Referral,SP2,1207518,8301,No,Yes,141185,1199217
INV11098,2025-10-21,2025-09-13,Swift,Base,Diesel,Blue,Walk-in,SP9,790714,35779,No,No,55682,754935
INV11099,2024-01-11,2025-03-01,Venue,Base,Diesel,Black,Corporate,SP2,587995,36894,No,No,76268,551101
INV11100,2024-09-10,2024-10-01,Venue,Mid,Petrol,Red,Corporate,SP14,540658,79618,No,Yes,111530,461040
INV11101,2025-07-03,2025-12-13,Nexon,Mid,EV,White,Digital,SP11,1931360,49250,No,Yes,131547,1882110
INV11102,2024-05-13,2024-10-10,Creta,Mid,Diesel,Silver,Walk-in,SP11,820338,70994,No,Yes,114303,749344
INV11103,2025-12-12,2024-06-21,Venue,Top,Petrol,Silver,Corporate,SP17,1747155,41770,No,No,147081,1705385
INV11104,2024-01-23,2024-11-22,Swift,Base,EV,Red,Walk-in,SP4,874016,22300,Yes,Yes,97818,851716
INV11105,2024-12-11,2025-12-18,Creta,Base,EV,Silver,Referral,SP13,1451463,68235,No,Yes,40110,1383228
INV11106,2024-10-28,2024-03-03,Baleno,Mid,EV,White,Digital,SP7,946288,29485,No,Yes,131269,916803
INV11107,2024-12-28,2024-03-13,Venue,Top,Diesel,White,Referral,SP16,1200948,40285,Yes,No,51232,1160663
INV11108,2025-01-30,2025-09-27,Creta,Base,Diesel,Silver,Walk-in,SP1,1458037,66555,No,Yes,146509,1391482
INV11109,2024-08-05,2025-01-09,Swift,Mid,EV,Silver,Referral,SP13,1800529,32471,Yes,Yes,64273,1768058
INV11110,2024-05-20,2025-09-24,Nexon,Base,EV,Blue,Digital,SP1,568582,48671,No,No,90487,519911
INV11111,2025-09-07,2025-05-22,City,Base,EV,Black,Walk-in,SP11,937734,20270,No,No,75210,917464
INV11112,2024-07-28,2025-02-01,City,Mid,EV,Red,Corporate,SP6,643775,13698,Yes,No,93191,630077
INV11113,2025-09-14,2024-04-29,Swift,Mid,EV,White,Referral,SP20,1079779,72265,Yes,Yes,49461,1007514
INV11114,2025-09-07,2025-03-12,Swift,Base,EV,Red,Digital,SP3,770187,39729,No,Yes,24610,730458
INV11115,2025-11-13,2025-11-06,City,Base,Petrol,Blue,Corporate,SP12,865356,11171,Yes,No,76973,854185
INV11116,2025-04-04,2025-04-09,Nexon,Mid,EV,White,Digital,SP5,1018943,79483,No,Yes,117153,939460
INV11117,2024-12-21,2024-10-12,Creta,Base,Diesel,Blue,Walk-in,SP9,830484,60684,No,No,103004,769800
INV11118,2024-11-19,2024-09-21,City,Base,Diesel,Blue,Walk-in,SP12,1689824,55165,No,No,27583,1634659
INV11119,2024-05-12,2024-11-15,Swift,Mid,Diesel,Silver,Referral,SP10,897152,49948,No,No,45583,847204
INV11120,2024-05-06,2025-11-03,Venue,Base,EV,Red,Digital,SP19,1893352,34725,No,No,37701,1858627
INV11121,2024-04-15,2025-01-10,Baleno,Base,Diesel,Red,Digital,SP5,850912,19450,No,No,26880,831462
INV11122,2025-08-26,2024-03-29,Nexon,Top,Petrol,Silver,Digital,SP5,1132465,13300,Yes,Yes,120653,1119165
INV11123,2025-01-12,2025-10-15,Nexon,Mid,EV,Red,Walk-in,SP9,1050197,4441,Yes,Yes,109257,1045756
INV11124,2024-02-20,2024-07-21,Venue,Top,Diesel,Silver,Referral,SP20,1592734,19332,Yes,Yes,71845,1573402
INV11125,2024-01-29,2024-11-29,Venue,Top,Petrol,White,Digital,SP17,1163726,20115,No,Yes,125512,1143611
INV11126,2025-04-06,2024-08-09,Swift,Top,Petrol,Blue,Digital,SP10,716197,41997,Yes,No,112390,674200
INV11127,2024-10-22,2024-02-10,City,Base,Diesel,Blue,Corporate,SP1,1345763,13615,No,Yes,132024,1332148
INV11128,2024-10-23,2025-12-08,Creta,Base,Petrol,Red,Digital,SP16,1268278,14732,Yes,No,92417,1253546
INV11129,2025-12-26,2024-03-08,Nexon,Top,Diesel,Black,Referral,SP15,1227402,25367,No,No,23722,1202035
INV11130,2025-02-10,2025-05-28,Nexon,Top,Petrol,Blue,Corporate,SP17,1992716,42738,No,Yes,40077,1949978
INV11131,2025-09-04,2025-09-28,Venue,Top,EV,Silver,Corporate,SP20,1970634,981,No,Yes,100868,1969653
INV11132,2025-02-08,2025-09-13,City,Base,EV,Black,Corporate,SP13,1172818,62881,No,No,139080,1109937
INV11133,2024-12-11,2025-08-20,Nexon,Top,EV,Black,Walk-in,SP1,1635943,58609,No,Yes,147430,1577334
INV11134,2025-09-13,2025-09-23,Creta,Top,EV,Blue,Corporate,SP8,827526,8566,Yes,Yes,125528,818960
INV11135,2025-02-23,2024-05-06,Venue,Mid,EV,Blue,Digital,SP5,1545144,71885,No,Yes,33229,1473259
INV11136,2024-06-30,2024-09-11,Creta,Mid,Diesel,Blue,Walk-in,SP6,1622895,10728,Yes,Yes,93338,1612167
INV11137,2024-01-01,2025-11-25,City,Base,EV,Silver,Walk-in,SP20,773314,36214,No,No,81679,737100
INV11138,2025-07-20,2024-01-16,Nexon,Mid,EV,Black,Walk-in,SP14,1144240,57935,No,No,107637,1086305
INV11139,2025-01-05,2025-04-21,Baleno,Mid,EV,Red,Walk-in,SP11,1104433,45588,No,Yes,31439,1058845
INV11140,2025-10-22,2024-03-02,Nexon,Mid,EV,Silver,Walk-in,SP6,1768219,18953,Yes,No,55902,1749266
INV11141,2025-03-06,2025-03-07,City,Base,Petrol,White,Walk-in,SP11,1302640,68408,No,No,22598,1234232
INV11142,2024-11-04,2025-10-31,Nexon,Mid,EV,Blue,Walk-in,SP13,1190538,74904,Yes,Yes,112297,1115634
INV11143,2024-05-16,2024-09-24,Nexon,Base,EV,Black,Corporate,SP12,710244,34103,No,Yes,24052,676141
INV11144,2024-07-20,2024-02-04,Swift,Top,Diesel,Silver,Referral,SP2,1164399,70949,Yes,No,32741,1093450
INV11145,2025-03-11,2025-07-29,Nexon,Mid,Petrol,White,Digital,SP3,514990,49264,Yes,No,89360,465726
INV11146,2024-11-08,2025-05-08,Nexon,Base,Diesel,Silver,Digital,SP4,1161801,20156,Yes,No,56288,1141645
INV11147,2024-04-26,2025-07-15,Creta,Mid,EV,Silver,Corporate,SP17,1491725,13423,No,Yes,21249,1478302
INV11148,2025-10-27,2025-04-13,Baleno,Top,Diesel,Red,Corporate,SP6,629327,38062,No,No,42970,591265
INV11149,2025-07-28,2025-10-22,Creta,Base,Diesel,Red,Walk-in,SP7,1365746,42805,Yes,No,35565,1322941
INV11150,2024-08-31,2024-11-20,Creta,Base,EV,Silver,Referral,SP15,1837582,1987,No,Yes,76995,1835595
INV11151,2025-06-20,2024-10-30,Venue,Base,Petrol,White,Walk-in,SP11,1969065,62979,No,No,103994,1906086
INV11152,2025-08-24,2024-10-02,Swift,Top,Petrol,Black,Corporate,SP3,1154511,37597,No,Yes,71656,1116914
INV11153,2024-03-15,2025-11-14,Creta,Top,Diesel,Black,Walk-in,SP6,703161,27868,Yes,Yes,82134,675293
INV11154,2025-01-20,2024-07-19,City,Top,EV,Blue,Digital,SP2,1899509,76970,Yes,No,65765,1822539
INV11155,2024-07-28,2025-03-20,City,Base,Diesel,Blue,Digital,SP14,1900171,63805,No,Yes,22014,1836366
INV11156,2025-04-19,2024-11-19,Nexon,Top,Diesel,Black,Walk-in,SP9,617782,16636,Yes,Yes,90480,601146
INV11157,2025-02-21,2024-02-04,Venue,Mid,Diesel,Silver,Referral,SP18,1288797,57467,No,No,119252,1231330
INV11158,2024-12-12,2025-04-26,Swift,Top,EV,Silver,Walk-in,SP19,834348,17007,No,Yes,134794,817341
INV11159,2025-06-12,2025-12-28,Swift,Base,EV,Red,Walk-in,SP12,898216,76864,Yes,No,128987,821352
INV11160,2025-10-01,2025-04-24,Nexon,Mid,Petrol,Red,Referral,SP13,1343504,3389,Yes,Yes,34012,1340115
INV11161,2024-06-27,2024-03-05,City,Top,EV,Blue,Referral,SP12,552499,9458,No,Yes,149059,543041
INV11162,2024-06-30,2024-01-08,Baleno,Mid,Diesel,Black,Referral,SP12,1805599,68481,No,No,122996,1737118
INV11163,2025-10-25,2024-10-27,Venue,Mid,Diesel,Silver,Digital,SP18,831355,74888,No,No,77498,756467
INV11164,2024-01-25,2024-12-08,Nexon,Base,Petrol,Black,Walk-in,SP9,1692555,76022,Yes,No,88776,1616533
INV11165,2024-06-28,2025-03-06,Venue,Mid,EV,White,Corporate,SP17,648408,41400,Yes,Yes,143675,607008
INV11166,2025-12-10,2025-02-27,City,Mid,Diesel,Black,Referral,SP16,1380279,67628,No,No,81711,1312651
INV11167,2025-05-15,2024-11-27,City,Base,Petrol,White,Referral,SP17,1207691,51857,No,Yes,62530,1155834
INV11168,2024-06-09,2025-03-13,Baleno,Base,Petrol,Red,Walk-in,SP8,871603,64367,Yes,No,99267,807236
INV11169,2024-06-25,2025-08-10,Baleno,Base,Diesel,Red,Corporate,SP11,1888475,36527,No,Yes,139991,1851948
INV11170,2024-10-11,2024-06-22,Swift,Mid,Diesel,Blue,Walk-in,SP2,830927,70648,Yes,No,38018,760279
INV11171,2024-03-03,2025-07-12,Venue,Mid,EV,Black,Walk-in,SP8,1225311,16937,Yes,Yes,148236,1208374
INV11172,2025-10-23,2025-06-10,Venue,Mid,Petrol,Black,Referral,SP12,1292904,37672,No,No,128434,1255232
INV11173,2025-10-27,2025-10-20,City,Base,Diesel,White,Referral,SP1,1964172,1112,No,Yes,37916,1963060
INV11174,2024-06-04,2024-01-26,Swift,Top,Petrol,Red,Digital,SP13,865296,35545,Yes,Yes,60376,829751
INV11175,2025-04-13,2025-08-27,Nexon,Mid,EV,White,Corporate,SP17,1706928,48355,No,Yes,113140,1658573
INV11176,2024-02-18,2025-02-09,Venue,Top,Diesel,Red,Corporate,SP14,1701507,75561,Yes,Yes,130713,1625946
INV11177,2024-03-24,2024-08-19,Swift,Base,EV,White,Referral,SP14,1778989,34082,Yes,No,136128,1744907
INV11178,2024-12-26,2025-06-16,Swift,Mid,Petrol,Red,Referral,SP16,1990194,60482,Yes,Yes,85046,1929712
INV11179,2025-11-19,2025-07-03,City,Top,EV,White,Referral,SP17,1687910,79098,No,No,78742,1608812
INV11180,2024-05-27,2025-05-19,Swift,Mid,EV,Red,Corporate,SP6,646626,11304,No,Yes,105566,635322
INV11181,2025-09-21,2025-10-30,Baleno,Mid,Petrol,White,Digital,SP7,1629375,56625,No,No,97125,1572750
INV11182,2024-12-07,2024-06-27,Baleno,Mid,EV,Black,Corporate,SP1,735018,72551,Yes,Yes,107519,662467
INV11183,2025-04-20,2024-05-11,Creta,Top,Petrol,Blue,Referral,SP15,1499529,44885,Yes,Yes,32437,1454644
INV11184,2024-03-03,2025-03-30,City,Base,Diesel,White,Referral,SP20,1827873,71246,Yes,No,82146,1756627
INV11185,2025-12-01,2024-12-13,Nexon,Mid,Petrol,Blue,Digital,SP18,1607929,12588,Yes,No,47618,1595341
INV11186,2024-12-25,2025-06-23,Creta,Base,Petrol,Black,Walk-in,SP13,1076380,20967,No,Yes,70767,1055413
INV11187,2025-07-14,2025-02-09,Baleno,Base,Diesel,Black,Walk-in,SP2,743907,24256,No,No,29705,719651
INV11188,2024-11-22,2024-03-16,Creta,Top,Petrol,Red,Corporate,SP19,655355,58348,No,No,77146,597007
INV11189,2024-05-20,2025-08-01,City,Top,Diesel,Blue,Walk-in,SP15,1988221,25052,Yes,No,108216,1963169
INV11190,2024-08-02,2025-05-06,City,Base,Diesel,Silver,Walk-in,SP12,1472461,58479,Yes,Yes,100912,1413982
INV11191,2025-03-10,2024-07-12,Swift,Mid,Petrol,Red,Corporate,SP15,528887,60200,No,No,71750,468687
INV11192,2025-12-23,2024-06-10,Venue,Top,EV,Blue,Referral,SP18,1987964,2506,Yes,Yes,110956,1985458
INV11193,2024-11-13,2024-12-12,Swift,Mid,EV,White,Walk-in,SP14,1290787,20709,No,No,64379,1270078
INV11194,2024-02-01,2024-12-26,City,Mid,Diesel,White,Referral,SP6,1844421,58535,Yes,No,72682,1785886
INV11195,2025-10-31,2025-08-06,Baleno,Mid,EV,Black,Corporate,SP12,672606,44840,Yes,Yes,84713,627766
INV11196,2024-10-11,2024-03-27,Nexon,Base,EV,Silver,Referral,SP20,751420,60587,Yes,No,125894,690833
INV11197,2024-10-31,2024-09-18,Baleno,Mid,Petrol,White,Referral,SP6,1478778,59321,Yes,No,137015,1419457
INV11198,2025-03-04,2024-08-01,Swift,Base,Diesel,Blue,Corporate,SP9,1036567,43202,Yes,No,124869,993365
INV11199,2025-04-21,2025-10-26,Nexon,Base,Diesel,Blue,Referral,SP4,1145026,56588,No,No,76919,1088438
INV11200,2024-10-12,2025-12-22,City,Mid,Petrol,White,Walk-in,SP17,1163621,3090,No,No,80384,1160531
INV11201,2024-05-23,2025-07-26,Baleno,Mid,EV,Blue,Walk-in,SP2,1159834,59231,No,No,71128,1100603
INV11202,2025-02-27,2024-09-18,City,Mid,Diesel,Blue,Walk-in,SP16,920141,21552,Yes,No,21835,898589
INV11203,2024-01-19,2025-12-30,Nexon,Mid,EV,Black,Walk-in,SP14,844318,33741,No,Yes,41283,810577
INV11204,2024-01-18,2024-10-09,Nexon,Base,Diesel,Silver,Referral,SP8,720079,21661,No,Yes,69506,698418
INV11205,2025-08-12,2025-10-09,Baleno,Mid,Diesel,Black,Walk-in,SP14,1791527,41025,Yes,Yes,128101,1750502
INV11206,2025-01-05,2025-04-11,City,Mid,Diesel,Silver,Referral,SP2,704470,6092,Yes,Yes,73625,698378
INV11207,2024-06-23,2025-01-14,Creta,Base,Diesel,Blue,Digital,SP16,1854444,35674,No,Yes,55963,1818770
INV11208,2024-07-12,2024-12-27,City,Top,EV,Silver,Referral,SP4,909336,570,No,No,145007,908766
INV11209,2025-05-16,2025-03-24,Nexon,Top,EV,Blue,Walk-in,SP1,1681683,12084,No,Yes,132172,1669599
INV11210,2024-04-22,2025-03-16,City,Base,EV,Blue,Digital,SP20,1124559,65843,No,Yes,29179,1058716
INV11211,2024-04-23,2024-04-02,Swift,Top,EV,Black,Corporate,SP14,1091676,60752,No,No,114440,1030924
INV11212,2024-08-09,2025-09-12,Creta,Base,Petrol,Black,Referral,SP8,1600911,69278,Yes,Yes,126649,1531633
INV11213,2025-11-08,2025-02-27,Venue,Mid,Diesel,Red,Walk-in,SP3,543315,765,No,No,119210,542550
INV11214,2025-10-05,2024-05-21,Swift,Mid,Diesel,White,Walk-in,SP5,1391354,24198,No,No,31955,1367156
INV11215,2024-09-20,2024-10-17,Venue,Top,Diesel,Red,Walk-in,SP6,1857347,61201,No,Yes,134072,1796146
INV11216,2024-02-24,2025-03-07,Baleno,Mid,Petrol,Red,Corporate,SP8,1950095,73271,No,Yes,27198,1876824
INV11217,2025-10-04,2025-11-19,Venue,Top,EV,Silver,Digital,SP6,549334,47199,No,No,87156,502135
INV11218,2025-04-02,2025-10-14,City,Top,Diesel,Blue,Digital,SP6,686964,11377,No,No,64588,675587
INV11219,2024-06-10,2025-12-01,Venue,Mid,EV,Blue,Walk-in,SP4,1740844,79833,Yes,Yes,31766,1661011
INV11220,2025-01-14,2024-02-18,Nexon,Mid,EV,Blue,Referral,SP7,1588302,8036,Yes,No,116626,1580266
INV11221,2024-03-27,2024-10-28,Swift,Top,Petrol,White,Walk-in,SP19,706823,40364,Yes,Yes,73570,666459
INV11222,2024-02-24,2024-07-08,Swift,Mid,Petrol,Silver,Walk-in,SP7,1272333,37443,No,Yes,126827,1234890
INV11223,2025-04-20,2024-05-15,Venue,Base,EV,Silver,Referral,SP3,1317126,1663,No,Yes,89874,1315463
INV11224,2024-06-26,2025-07-08,Swift,Mid,Diesel,Blue,Walk-in,SP8,662325,39244,Yes,Yes,68679,623081
INV11225,2025-01-25,2025-02-07,Nexon,Mid,Diesel,Red,Corporate,SP1,1179590,58391,No,No,135117,1121199
INV11226,2024-12-14,2025-08-24,Swift,Base,Petrol,White,Walk-in,SP1,1733622,77564,No,No,25301,1656058
INV11227,2024-01-08,2024-12-06,Venue,Mid,Petrol,Red,Corporate,SP14,1958717,15077,No,Yes,35144,1943640
INV11228,2024-11-08,2025-12-04,Creta,Mid,Petrol,Black,Walk-in,SP6,1289097,57849,Yes,Yes,33784,1231248
INV11229,2025-03-18,2024-11-13,Creta,Top,Petrol,Silver,Digital,SP10,789169,19631,Yes,No,87959,769538
INV11230,2024-11-23,2025-09-09,Baleno,Mid,Petrol,Silver,Referral,SP14,916749,52652,Yes,No,28272,864097
INV11231,2024-02-23,2024-12-28,Swift,Mid,Petrol,Red,Digital,SP4,1463401,67446,No,No,21573,1395955
INV11232,2024-08-26,2025-01-16,Venue,Base,Petrol,White,Walk-in,SP6,1018982,33500,Yes,No,44419,985482
INV11233,2024-08-16,2024-08-20,Swift,Top,Diesel,Silver,Walk-in,SP16,1831718,19897,Yes,No,102339,1811821
INV11234,2025-08-01,2024-12-09,City,Top,Petrol,Red,Corporate,SP1,1536484,58915,Yes,Yes,118770,1477569
INV11235,2024-02-20,2025-07-02,Nexon,Top,Petrol,White,Walk-in,SP6,823392,37377,No,Yes,68555,786015
INV11236,2025-08-31,2025-07-06,Swift,Mid,Diesel,Red,Walk-in,SP9,785201,76670,Yes,Yes,25176,708531
INV11237,2025-08-26,2025-06-12,Swift,Top,Diesel,White,Walk-in,SP15,1763256,26897,Yes,Yes,56161,1736359
INV11238,2024-09-20,2025-07-24,Creta,Base,EV,Blue,Digital,SP12,701703,47280,No,No,83440,654423
INV11239,2025-02-21,2024-07-01,Nexon,Top,Petrol,White,Corporate,SP3,859175,57320,Yes,No,128061,801855
INV11240,2024-04-05,2024-02-10,Venue,Base,Petrol,Black,Digital,SP11,1399145,72592,No,Yes,78862,1326553
INV11241,2024-03-28,2025-07-04,Swift,Top,Petrol,Blue,Corporate,SP15,1015728,68289,No,Yes,142121,947439
INV11242,2024-03-18,2025-01-31,Creta,Top,Petrol,Red,Digital,SP3,567173,31941,Yes,No,142082,535232
INV11243,2024-10-14,2025-12-04,Baleno,Base,EV,Blue,Walk-in,SP14,1235566,14234,Yes,Yes,35164,1221332
INV11244,2024-04-29,2025-05-08,Nexon,Top,Diesel,Blue,Digital,SP2,1587310,75172,Yes,Yes,97758,1512138
INV11245,2025-05-05,2025-10-20,Creta,Top,Diesel,Red,Digital,SP4,957391,3376,No,No,136723,954015
