Lead_ID,Lead_Date,Lead_Source,Preferred_Model,Preferred_Variant,Assigned_Salesperson,Lead_Status,Followup_Count,Finance_Intent,Exchange_Intent
LD20689,2025-06-13,Referral,Venue,Mid,SP10,Contacted,8,Yes,Yes
LD20690,2025-01-15,Walk-in,Nexon,Top,SP6,Contacted,9,Yes,Yes
LD20691,2024-03-03,Website,Nexon,Base,SP13,Booked,8,Yes,Yes
LD20692,2024-05-07,Aggregator,Creta,Top,SP10,New,4,Yes,No
LD20693,2025-06-11,Referral,Venue,Top,SP12,Contacted,6,Yes,Yes
LD20694,2024-06-11,Website,Nexon,Base,SP1,New,6,No,Yes
LD20695,2024-09-07,Aggregator,Nexon,Top,SP18,Lost,8,Yes,No
LD20696,2025-10-10,Referral,City,Base,SP13,New,6,Yes,Yes
LD20697,2024-10-21,Website,Nexon,Base,SP4,Booked,7,No,No
LD20698,2024-06-27,Aggregator,Venue,Mid,SP6,Test Drive,6,No,Yes
LD20699,2024-08-16,Walk-in,Baleno,Top,SP18,Test Drive,3,No,No
LD20700,2025-01-28,Referral,Venue,Top,SP5,Booked,1,No,Yes
LD20701,2025-11-22,Website,City,Base,SP18,Contacted,2,No,No
LD20702,2025-01-30,Aggregator,Venue,Top,SP5,Contacted,6,Yes,Yes
LD20703,2024-03-12,Walk-in,Swift,Base,SP7,Contacted,8,No,Yes
LD20704,2024-11-13,Aggregator,City,Top,SP9,Test Drive,1,No,No
LD20705,2025-08-17,Walk-in,Creta,Top,SP3,Lost,6,No,No
LD20706,2025-01-13,Website,Venue,Base,SP12,Lost,3,Yes,No
LD20707,2024-05-15,Aggregator,Nexon,Base,SP20,Booked,6,No,Yes
LD20708,2025-12-30,Aggregator,Baleno,Top,SP14,Lost,4,No,No
LD20709,2025-09-12,Facebook,Venue,Top,SP8,Lost,6,Yes,No
LD20710,2025-01-12,Referral,Baleno,Base,SP12,Booked,5,No,Yes
LD20711,2024-04-28,Aggregator,Swift,Mid,SP7,Contacted,1,Yes,No
LD20712,2025-06-13,Walk-in,Creta,Mid,SP9,Contacted,6,Yes,No
LD20713,2025-10-27,Referral,Nexon,Top,SP12,Lost,4,No,No
LD20714,2025-06-06,Website,City,Top,SP4,Test Drive,8,Yes,Yes
LD20715,2025-10-11,Referral,City,Top,SP5,Booked,0,No,Yes
LD20716,2025-01-21,Facebook,Creta,Base,SP9,New,0,No,Yes
LD20717,2025-07-27,Website,Swift,Top,SP7,New,1,No,No
LD20718,2025-08-05,Aggregator,Swift,Top,SP14,Contacted,7,Yes,Yes
LD20719,2025-07-26,Website,Venue,Top,SP20,New,8,Yes,Yes
LD20720,2025-10-05,Website,Swift,Mid,SP17,Lost,6,Yes,Yes
LD20721,2025-07-26,Facebook,Venue,Top,SP1,New,0,Yes,No
LD20722,2024-09-25,Walk-in,Baleno,Top,SP15,Test Drive,6,Yes,Yes
LD20723,2025-06-07,Website,Creta,Base,SP15,New,7,No,Yes
LD20724,2025-06-30,Walk-in,Baleno,Mid,SP1,New,6,No,Yes
LD20725,2025-04-30,Referral,Baleno,Base,SP15,New,4,No,Yes
LD20726,2025-03-13,Facebook,Baleno,Top,SP2,Lost,6,Yes,No
LD20727,2025-07-16,Aggregator,Baleno,Top,SP4,Booked,9,Yes,Yes
LD20728,2025-07-08,Website,City,Top,SP17,Test Drive,1,Yes,Yes
LD20729,2024-04-20,Walk-in,Swift,Top,SP16,Lost,8,No,Yes
LD20730,2024-11-17,Website,Creta,Top,SP18,Lost,1,No,No
LD20731,2025-06-10,Facebook,Creta,Base,SP16,Contacted,1,Yes,No
LD20732,2024-06-25,Aggregator,Nexon,Top,SP8,Contacted,4,No,Yes
LD20733,2025-11-04,Referral,Baleno,Top,SP6,Contacted,7,Yes,No
LD20734,2025-07-04,Referral,Creta,Mid,SP20,New,5,No,Yes
LD20735,2025-06-21,Walk-in,Venue,Mid,SP2,Contacted,8,Yes,No
LD20736,2025-09-15,Referral,Creta,Top,SP19,Contacted,5,Yes,No
LD20737,2025-04-17,Walk-in,Baleno,Top,SP13,New,4,No,Yes
LD20738,2025-07-16,Aggregator,Creta,Top,SP6,Booked,0,No,No
LD20739,2025-01-22,Website,Swift,Top,SP6,Booked,7,Yes,No
LD20740,2024-04-07,Facebook,Baleno,Top,SP13,Contacted,2,No,Yes
LD20741,2025-02-14,Aggregator,City,Top,SP1,Booked,1,No,Yes
LD20742,2025-01-09,Aggregator,Swift,Base,SP9,Booked,6,No,No
LD20743,2024-06-18,Referral,Creta,Base,SP12,Contacted,1,Yes,No
LD20744,2024-02-25,Referral,City,Base,SP12,Test Drive,0,No,No
LD20745,2024-11-20,Facebook,Nexon,Mid,SP4,Contacted,1,No,No
LD20746,2025-10-19,Website,Swift,Top,SP19,New,5,No,Yes
LD20747,2024-09-16,Aggregator,Nexon,Mid,SP16,Test Drive,1,No,No
LD20748,2025-10-02,Referral,Venue,Mid,SP12,Contacted,0,Yes,Yes
LD20749,2025-07-15,Aggregator,Swift,Mid,SP1,New,0,Yes,Yes
LD20750,2024-12-05,Website,City,Base,SP4,Contacted,3,Yes,Yes
LD20751,2025-02-07,Walk-in,Nexon,Top,SP9,Lost,7,No,No
LD20752,2025-06-15,Website,Venue,Top,SP7,Booked,5,Yes,No
LD20753,2024-06-22,Aggregator,Nexon,Mid,SP10,Booked,3,No,Yes
LD20754,2025-06-21,Aggregator,Creta,Base,SP13,Booked,5,Yes,Yes
LD20755,2024-06-08,Facebook,Baleno,Mid,SP8,Booked,5,Yes,Yes
LD20756,2024-01-10,Aggregator,Nexon,Mid,SP20,New,8,No,Yes
LD20757,2025-08-16,Referral,Creta,Top,SP10,Lost,3,No,Yes
LD20758,2024-09-12,Facebook,Baleno,Base,SP10,Booked,5,No,No
LD20759,2025-09-08,Aggregator,Baleno,Top,SP8,Contacted,9,Yes,No
LD20760,2025-10-13,Website,City,Mid,SP20,Test Drive,0,No,No
LD20761,2025-12-14,Aggregator,Venue,Top,SP15,Test Drive,6,No,No
LD20762,2024-12-09,Website,Venue,Mid,SP1,New,6,No,Yes
LD20763,2025-06-19,Website,Swift,Base,SP15,Contacted,0,Yes,Yes
LD20764,2025-01-07,Aggregator,Creta,Top,SP17,New,7,No,No
LD20765,2025-03-10,Website,City,Top,SP13,Booked,4,Yes,Yes
LD20766,2024-02-15,Walk-in,Nexon,Top,SP12,New,8,Yes,Yes
LD20767,2025-12-29,Facebook,Creta,Top,SP3,Contacted,7,No,Yes
LD20768,2024-02-24,Aggregator,Nexon,Top,SP19,New,2,No,No
LD20769,2024-03-18,Walk-in,Nexon,Base,SP5,Booked,0,No,No
LD20770,2025-05-05,Website,Nexon,Base,SP3,Lost,2,No,No
LD20771,2025-11-01,Website,Swift,Top,SP5,Test Drive,1,Yes,No
LD20772,2024-09-28,Facebook,Swift,Mid,SP9,New,1,No,No
LD20773,2025-10-21,Walk-in,City,Mid,SP6,Test Drive,3,No,No
LD20774,2025-07-03,Walk-in,Swift,Top,SP16,Booked,1,Yes,Yes
LD20775,2024-04-20,Aggregator,City,Top,SP10,Booked,7,Yes,No
LD20776,2024-01-15,Website,Swift,Base,SP16,Booked,4,No,Yes
LD20777,2024-03-18,Referral,Venue,Base,SP3,Contacted,0,No,No
LD20778,2025-05-15,Aggregator,City,Top,SP18,New,5,No,No
LD20779,2025-08-10,Aggregator,Venue,Top,SP11,New,6,No,Yes
LD20780,2025-02-21,Aggregator,Venue,Mid,SP19,Lost,0,No,No
LD20781,2024-10-01,Facebook,City,Base,SP15,Test Drive,2,Yes,Yes
LD20782,2025-05-08,Facebook,Creta,Top,SP11,Booked,8,Yes,No
LD20783,2024-07-15,Aggregator,Baleno,Base,SP10,Booked,6,Yes,Yes
LD20784,2025-01-10,Referral,Swift,Top,SP9,Booked,3,No,No
LD20785,2025-12-31,Walk-in,Nexon,Top,SP3,New,5,No,Yes
LD20786,2024-03-03,Walk-in,Swift,Top,SP9,New,5,No,No
LD20787,2024-12-26,Website,Nexon,Top,SP18,Lost,2,No,Yes
LD20788,2025-06-27,Walk-in,Creta,Mid,SP12,Lost,1,Yes,No
LD20789,2024-04-19,Walk-in,Baleno,Top,SP16,Test Drive,4,Yes,No
LD20790,2025-11-07,Referral,Creta,Mid,SP4,Booked,7,No,No
LD20791,2024-07-12,Walk-in,Baleno,Mid,SP1,New,2,No,No
LD20792,2025-06-02,Referral,City,Top,SP13,New,4,No,No
LD20793,2025-10-12,Facebook,City,Base,SP8,Contacted,2,Yes,No
LD20794,2025-04-03,Referral,Nexon,Base,SP6,Booked,6,Yes,Yes
LD20795,2024-10-27,Facebook,Venue,Top,SP8,Test Drive,5,No,Yes
LD20796,2025-07-21,Referral,Venue,Top,SP19,Test Drive,5,No,Yes
LD20797,2025-11-02,Aggregator,Nexon,Top,SP12,New,0,Yes,Yes
LD20798,2025-05-10,Facebook,City,Base,SP1,Contacted,1,No,Yes
LD20799,2024-05-28,Facebook,Nexon,Base,SP4,Lost,5,Yes,Yes
LD20800,2025-04-05,Walk-in,Venue,Top,SP13,New,7,No,No
LD20801,2024-05-18,Facebook,Nexon,Base,SP17,Booked,4,Yes,No
LD20802,2024-10-18,Referral,City,Mid,SP19,Booked,1,No,No
LD20803,2024-11-30,Aggregator,Creta,Base,SP19,Booked,4,Yes,Yes
LD20804,2025-11-29,Aggregator,Swift,Base,SP5,Lost,8,Yes,No
LD20805,2024-07-02,Walk-in,City,Top,SP11,Contacted,5,No,Yes
LD20806,2024-11-02,Referral,Nexon,Mid,SP7,Test Drive,4,Yes,Yes
LD20807,2024-09-18,Referral,City,Top,SP3,New,9,No,Yes
LD20808,2024-11-05,Website,City,Base,SP11,Contacted,5,Yes,No
LD20809,2024-12-09,Facebook,Venue,Mid,SP17,Contacted,8,No,No
LD20810,2025-02-27,Walk-in,Nexon,Top,SP11,New,6,No,Yes
LD20811,2025-10-18,Aggregator,Venue,Base,SP15,Lost,9,Yes,No
LD20812,2025-05-28,Website,Nexon,Mid,SP19,Booked,2,No,No
LD20813,2025-06-07,Referral,Venue,Top,SP8,Contacted,9,No,Yes
LD20814,2024-09-17,Facebook,Venue,Mid,SP16,New,9,No,No
LD20815,2024-12-27,Aggregator,Creta,Base,SP15,Contacted,4,No,No
LD20816,2024-06-17,Website,City,Top,SP3,Test Drive,3,Yes,Yes
LD20817,2025-10-21,Referral,Creta,Base,SP6,Booked,4,Yes,Yes
LD20818,2024-07-18,Aggregator,Venue,Mid,SP3,Test Drive,7,No,No
LD20819,2025-01-19,Aggregator,Creta,Base,SP5,New,5,Yes,No
LD20820,2024-11-07,Referral,City,Mid,SP1,New,3,No,No
LD20821,2025-08-04,Referral,City,Top,SP14,Contacted,4,No,Yes
LD20822,2024-11-07,Walk-in,Venue,Base,SP12,Test Drive,6,No,Yes
LD20823,2025-07-19,Aggregator,City,Top,SP13,New,7,Yes,Yes
LD20824,2025-01-29,Referral,Creta,Top,SP14,New,4,No,No
LD20825,2024-12-16,Website,Baleno,Top,SP12,Contacted,1,No,No
LD20826,2024-01-28,Facebook,City,Top,SP13,Test Drive,5,Yes,Yes
LD20827,2025-09-23,Walk-in,Creta,Base,SP6,Contacted,8,No,Yes
LD20828,2024-05-12,Referral,Creta,Base,SP15,Booked,2,Yes,Yes
LD20829,2025-01-14,Facebook,Creta,Top,SP16,Test Drive,6,Yes,No
LD20830,2025-08-24,Walk-in,City,Top,SP9,Test Drive,7,Yes,No
LD20831,2025-06-11,Aggregator,Baleno,Mid,SP8,New,5,No,No
LD20832,2024-10-13,Facebook,Venue,Top,SP5,New,2,No,No
LD20833,2024-10-10,Walk-in,Venue,Mid,SP15,Test Drive,0,No,Yes
LD20834,2025-10-10,Referral,City,Mid,SP7,New,2,No,No
LD20835,2024-08-14,Referral,City,Top,SP17,Contacted,5,No,No
LD20836,2025-03-02,Walk-in,Swift,Base,SP16,New,3,No,Yes
LD20837,2024-01-27,Aggregator,Nexon,Mid,SP11,New,0,No,Yes
LD20838,2024-11-27,Walk-in,Baleno,Base,SP7,New,5,No,Yes
LD20839,2024-04-26,Website,Creta,Top,SP11,Booked,0,No,No
LD20840,2024-03-29,Walk-in,Nexon,Top,SP2,Contacted,7,No,Yes
LD20841,2025-09-10,Walk-in,Creta,Top,SP2,New,2,No,No
LD20842,2024-05-01,Referral,Nexon,Top,SP6,Contacted,2,No,Yes
LD20843,2024-02-02,Aggregator,Venue,Mid,SP3,Test Drive,0,Yes,No
LD20844,2025-08-25,Walk-in,Nexon,Mid,SP1,Booked,2,Yes,No
LD20845,2025-11-26,Facebook,City,Base,SP20,New,6,No,Yes
LD20846,2025-02-01,Referral,Baleno,Base,SP16,Booked,9,No,Yes
LD20847,2025-06-08,Referral,Venue,Mid,SP14,Contacted,7,Yes,No
LD20848,2024-01-24,Walk-in,Nexon,Top,SP17,Test Drive,7,Yes,Yes
LD20849,2024-11-20,Facebook,Baleno,Base,SP18,Test Drive,2,No,No
LD20850,2024-02-03,Walk-in,City,Mid,SP4,Booked,4,No,Yes
LD20851,2024-09-03,Facebook,Creta,Base,SP3,Test Drive,0,No,No
LD20852,2024-01-19,Referral,Swift,Mid,SP8,New,8,No,No
LD20853,2024-01-30,Facebook,Baleno,Top,SP4,Test Drive,7,No,Yes
LD20854,2024-02-18,Walk-in,Creta,Mid,SP15,New,9,Yes,No
LD20855,2024-06-28,Website,Baleno,Base,SP13,Lost,1,No,No
LD20856,2025-01-04,Website,Baleno,Mid,SP14,Contacted,9,Yes,No
LD20857,2025-01-29,Facebook,Baleno,Base,SP14,Contacted,0,Yes,No
LD20858,2025-08-12,Walk-in,City,Base,SP5,New,3,No,Yes
LD20859,2025-05-10,Aggregator,Venue,Base,SP5,New,8,No,No
LD20860,2025-03-06,Website,Baleno,Top,SP13,Test Drive,7,Yes,No
LD20861,2024-07-25,Referral,City,Top,SP4,Contacted,2,No,Yes
LD20862,2024-02-04,Walk-in,Swift,Mid,SP18,Contacted,9,Yes,Yes
LD20863,2025-08-05,Walk-in,Venue,Mid,SP6,New,5,Yes,No
LD20864,2025-02-16,Website,City,Base,SP5,Booked,8,No,No
LD20865,2024-12-29,Aggregator,Swift,Top,SP3,New,9,No,No
LD20866,2024-11-05,Referral,Venue,Mid,SP20,Contacted,7,No,Yes
LD20867,2024-10-05,Aggregator,City,Mid,SP3,Test Drive,9,Yes,No
LD20868,2024-05-31,Referral,Swift,Top,SP3,Contacted,4,Yes,No
LD20869,2024-08-14,Website,City,Base,SP20,New,8,Yes,Yes
LD20870,2024-08-30,Walk-in,Swift,Mid,SP2,Booked,8,No,No
LD20871,2024-01-10,Referral,Baleno,Base,SP20,Contacted,2,Yes,Yes
LD20872,2025-01-26,Walk-in,Baleno,Top,SP18,New,7,No,No
LD20873,2024-02-17,Facebook,Venue,Top,SP10,Test Drive,3,No,Yes
LD20874,2025-09-15,Facebook,Swift,Mid,SP7,New,9,Yes,No
LD20875,2024-07-22,Website,Baleno,Mid,SP20,Contacted,6,No,No
LD20876,2024-06-05,Website,Venue,Top,SP14,Booked,9,Yes,Yes
LD20877,2024-01-26,Website,Creta,Base,SP10,Lost,7,No,Yes
LD20878,2025-02-24,Facebook,Baleno,Base,SP20,Test Drive,6,No,No
LD20879,2025-11-08,Referral,Baleno,Top,SP16,New,4,Yes,Yes
LD20880,2024-09-20,Aggregator,Nexon,Mid,SP6,New,0,No,Yes
LD20881,2025-06-12,Website,City,Top,SP17,Test Drive,7,Yes,Yes
LD20882,2025-08-10,Aggregator,Creta,Mid,SP6,Contacted,4,No,No
LD20883,2025-04-14,Aggregator,Swift,Base,SP18,New,2,Yes,No
LD20884,2024-09-10,Facebook,Venue,Mid,SP10,Booked,1,Yes,Yes
LD20885,2025-12-18,Referral,Creta,Base,SP10,New,2,No,Yes
LD20886,2025-06-29,Facebook,Swift,Top,SP9,Contacted,8,No,Yes
LD20887,2024-05-26,Website,Baleno,Mid,SP15,New,1,Yes,No
LD20888,2024-11-21,Facebook,Nexon,Base,SP11,Booked,9,Yes,Yes
LD20889,2024-12-03,Facebook,Venue,Mid,SP7,Contacted,0,Yes,Yes
LD20890,2024-04-27,Facebook,Venue,Base,SP18,New,1,Yes,No
LD20891,2024-06-13,Website,Creta,Base,SP2,Contacted,1,No,Yes
LD20892,2025-07-03,Website,City,Top,SP2,Booked,4,No,No
LD20893,2025-10-10,Facebook,Swift,Top,SP13,Test Drive,0,No,No
LD20894,2024-07-16,Facebook,Nexon,Mid,SP11,New,9,No,Yes
LD20895,2025-01-08,Aggregator,Nexon,Base,SP19,Booked,7,No,No
LD20896,2025-07-31,Referral,Creta,Top,SP20,New,1,Yes,No
LD20897,2025-08-14,Aggregator,City,Mid,SP1,Contacted,5,Yes,No
LD20898,2025-07-17,Referral,City,Top,SP17,Test Drive,4,No,No
LD20899,2024-05-08,Referral,City,Mid,SP20,Test Drive,1,No,Yes
LD20900,2025-02-17,Facebook,Venue,Top,SP18,New,9,Yes,No
LD20901,2025-01-14,Aggregator,Swift,Top,SP8,Booked,0,No,Yes
LD20902,2024-01-01,Referral,Swift,Base,SP13,Contacted,5,No,No
LD20903,2024-06-15,Referral,Creta,Base,SP4,Lost,5,Yes,No
LD20904,2024-01-16,Website,Baleno,Top,SP19,Booked,2,No,Yes
LD20905,2025-10-18,Referral,Creta,Base,SP3,Lost,7,No,No
LD20906,2024-04-21,Facebook,Swift,Top,SP6,Contacted,8,No,Yes
LD20907,2025-01-02,Walk-in,Venue,Mid,SP6,New,2,No,No
LD20908,2024-04-11,Website,Creta,Top,SP6,Booked,8,Yes,No
LD20909,2025-08-16,Walk-in,Baleno,Top,SP8,Booked,7,No,Yes
LD20910,2025-02-09,Facebook,Nexon,Mid,SP17,Booked,4,No,No
LD20911,2025-05-21,Walk-in,Creta,Mid,SP10,Contacted,5,Yes,No
LD20912,2025-09-02,Referral,City,Base,SP5,Test Drive,0,Yes,Yes
LD20913,2025-11-01,Walk-in,Baleno,Mid,SP19,Booked,4,Yes,No
LD20914,2024-02-09,Aggregator,City,Base,SP11,Booked,9,No,No
LD20915,2025-10-28,Facebook,Venue,Top,SP10,New,9,Yes,No
LD20916,2025-07-01,Aggregator,Swift,Mid,SP3,Test Drive,6,Yes,No
LD20917,2025-01-15,Walk-in,Creta,Top,SP10,Test Drive,0,No,No
LD20918,2025-05-30,Aggregator,Creta,Base,SP2,New,9,Yes,Yes
LD20919,2025-05-11,Website,City,Mid,SP9,Lost,8,No,Yes
LD20920,2024-10-07,Walk-in,City,Base,SP5,Contacted,6,No,No
LD20921,2024-12-16,Aggregator,Swift,Base,SP17,Test Drive,3,No,No
LD20922,2024-11-29,Referral,Creta,Mid,SP6,Booked,3,Yes,No
LD20923,2025-06-07,Walk-in,Swift,Mid,SP11,New,9,No,Yes
LD20924,2024-10-09,Website,City,Base,SP5,Booked,6,Yes,No
LD20925,2025-12-28,Referral,Nexon,Mid,SP7,Booked,5,Yes,No
LD20926,2024-11-14,Walk-in,City,Base,SP7,Booked,2,No,No
LD20927,2025-02-17,Referral,Baleno,Top,SP4,Contacted,8,No,No
LD20928,2025-08-16,Walk-in,City,Top,SP10,New,5,Yes,Yes
LD20929,2024-01-14,Walk-in,City,Mid,SP18,Test Drive,1,No,No
LD20930,2024-02-25,Facebook,Nexon,Mid,SP1,Contacted,9,Yes,No
LD20931,2025-02-06,Aggregator,Swift,Top,SP14,Contacted,1,Yes,No
LD20932,2024-12-07,Walk-in,Baleno,Base,SP6,Contacted,0,Yes,No
LD20933,2024-07-17,Website,Baleno,Base,SP11,Contacted,4,Yes,No
LD20934,2025-11-08,Aggregator,Creta,Base,SP14,Test Drive,9,Yes,No
LD20935,2024-10-18,Facebook,Nexon,Mid,SP20,Booked,5,Yes,No
LD20936,2025-10-19,Aggregator,Venue,Base,SP3,Booked,2,No,Yes
LD20937,2025-03-16,Aggregator,Creta,Mid,SP16,Test Drive,3,Yes,No
LD20938,2024-03-18,Walk-in,Creta,Mid,SP16,Booked,4,Yes,Yes
LD20939,2024-04-21,Website,Creta,Mid,SP7,New,3,No,Yes
LD20940,2025-06-18,Walk-in,Baleno,Top,SP8,Booked,8,No,No
LD20941,2025-01-09,Website,Swift,Base,SP4,Contacted,2,Yes,No
LD20942,2024-04-25,Website,City,Mid,SP12,Test Drive,4,Yes,No
LD20943,2024-05-21,Referral,Baleno,Base,SP12,Contacted,6,Yes,Yes
LD20944,2024-07-15,Walk-in,City,Top,SP10,Contacted,6,No,Yes
LD20945,2025-06-23,Facebook,City,Base,SP12,Contacted,5,Yes,Yes
LD20946,2024-10-25,Aggregator,Venue,Top,SP11,New,8,Yes,No
LD20947,2024-03-16,Referral,Creta,Mid,SP11,New,6,No,No
LD20948,2025-06-13,Facebook,Venue,Mid,SP15,Contacted,3,No,Yes
LD20949,2024-04-09,Walk-in,Creta,Top,SP6,New,9,No,Yes
LD20950,2025-04-23,Website,Baleno,Mid,SP11,New,8,Yes,No
LD20951,2025-04-12,Walk-in,City,Base,SP2,New,5,No,Yes
LD20952,2025-09-27,Walk-in,Venue,Base,SP9,New,0,Yes,Yes
LD20953,2024-10-18,Referral,Nexon,Top,SP11,Booked,8,No,Yes
LD20954,2024-05-04,Facebook,Baleno,Base,SP16,Test Drive,6,No,Yes
LD20955,2025-06-02,Referral,Baleno,Mid,SP13,Lost,5,Yes,Yes
LD20956,2024-01-23,Facebook,Nexon,Mid,SP13,Test Drive,5,Yes,Yes
LD20957,2024-06-10,Referral,Creta,Mid,SP18,Booked,3,No,Yes
LD20958,2025-09-20,Aggregator,City,Base,SP1,Test Drive,3,Yes,No
LD20959,2025-05-20,Website,Creta,Mid,SP20,Contacted,2,Yes,Yes
LD20960,2024-01-21,Website,Creta,Base,SP10,Test Drive,7,No,No
LD20961,2025-04-08,Website,Baleno,Top,SP19,Contacted,7,Yes,No
LD20962,2025-04-27,Aggregator,Creta,Mid,SP17,Test Drive,1,Yes,Yes
LD20963,2025-05-16,Aggregator,Swift,Top,SP1,Booked,4,No,No
LD20964,2024-11-04,Website,Nexon,Base,SP1,Booked,8,Yes,Yes
LD20965,2025-08-18,Website,Nexon,Base,SP17,Contacted,8,Yes,No
LD20966,2025-07-06,Facebook,City,Top,SP15,Lost,6,Yes,No
LD20967,2024-07-21,Facebook,Nexon,Mid,SP2,Lost,3,No,Yes
LD20968,2025-02-19,Walk-in,Creta,Mid,SP11,Contacted,3,Yes,No
LD20969,2025-10-01,Referral,Creta,Mid,SP2,Booked,9,Yes,Yes
LD20970,2024-05-21,Facebook,Venue,Top,SP20,New,6,Yes,No
LD20971,2025-09-06,Facebook,City,Base,SP9,New,2,Yes,Yes
LD20972,2024-04-16,Facebook,City,Top,SP19,New,2,Yes,Yes
LD20973,2025-06-12,Facebook,Nexon,Base,SP2,Booked,4,No,No
LD20974,2025-06-20,Aggregator,Creta,Mid,SP16,New,5,Yes,Yes
LD20975,2025-07-29,Walk-in,Swift,Mid,SP20,New,7,No,Yes
LD20976,2025-11-18,Facebook,Venue,Base,SP9,New,0,Yes,No
LD20977,2024-10-17,Referral,Swift,Mid,SP20,Contacted,6,No,Yes
LD20978,2024-11-06,Facebook,Creta,Top,SP4,Contacted,7,Yes,No
LD20979,2025-10-29,Aggregator,City,Base,SP13,New,4,No,No
LD20980,2025-01-19,Website,City,Mid,SP15,Contacted,9,Yes,No
LD20981,2024-02-22,Website,Swift,Mid,SP20,New,1,Yes,Yes
LD20982,2025-08-07,Walk-in,Baleno,Mid,SP2,Contacted,3,Yes,No
LD20983,2024-07-01,Website,Creta,Mid,SP20,Booked,5,Yes,Yes
LD20984,2025-01-03,Facebook,City,Base,SP18,Lost,8,No,No
LD20985,2025-12-01,Aggregator,Nexon,Base,SP9,Contacted,1,Yes,No
LD20986,2024-01-13,Walk-in,Baleno,Mid,SP20,Contacted,3,Yes,No
LD20987,2025-07-12,Facebook,City,Top,SP1,Lost,9,Yes,Yes
LD20988,2024-06-08,Website,Nexon,Top,SP3,Test Drive,4,Yes,No
LD20989,2024-10-10,Referral,City,Top,SP17,Booked,7,No,Yes
LD20990,2025-07-18,Facebook,Baleno,Top,SP11,Contacted,7,Yes,Yes
LD20991,2024-10-13,Referral,Swift,Base,SP8,New,1,Yes,Yes
LD20992,2024-01-08,Referral,Creta,Base,SP12,Test Drive,5,Yes,Yes
LD20993,2024-03-12,Walk-in,Baleno,Top,SP11,Test Drive,5,Yes,Yes
LD20994,2024-04-07,Aggregator,Baleno,Base,SP13,Contacted,4,No,No
LD20995,2024-03-27,Website,City,Top,SP15,Contacted,7,Yes,Yes
LD20996,2024-04-10,Website,Nexon,Mid,SP20,Booked,9,No,No
LD20997,2024-10-07,Facebook,Baleno,Mid,SP17,Contacted,1,Yes,No
LD20998,2024-10-15,Website,Creta,Top,SP12,Test Drive,1,No,Yes
LD20999,2024-07-14,Walk-in,Swift,Base,SP19,Contacted,6,No,No
LD21000,2025-01-25,Website,Nexon,Top,SP20,Contacted,8,Yes,No
LD21001,2025-08-31,Facebook,Swift,Base,SP11,New,2,Yes,Yes
LD21002,2025-03-25,Website,Swift,Mid,SP10,Test Drive,6,Yes,Yes
LD21003,2025-01-02,Aggregator,Creta,Base,SP17,New,2,Yes,No
LD21004,2025-03-05,Referral,City,Top,SP13,Contacted,5,No,Yes
LD21005,2024-04-05,Referral,Nexon,Mid,SP16,Contacted,2,No,Yes
LD21006,2024-09-17,Referral,Nexon,Mid,SP20,Lost,0,No,No
LD21007,2025-05-26,Aggregator,Creta,Base,SP20,Lost,5,No,Yes
LD21008,2024-04-30,Walk-in,Nexon,Mid,SP17,Booked,2,Yes,Yes
LD21009,2024-12-31,Facebook,Baleno,Mid,SP5,Lost,0,Yes,Yes
LD21010,2024-11-27,Aggregator,Venue,Base,SP9,New,4,No,Yes
LD21011,2024-02-21,Facebook,Venue,Mid,SP4,Lost,7,Yes,Yes
LD21012,2025-01-30,Walk-in,Venue,Top,SP9,New,7,No,Yes
LD21013,2024-11-13,Aggregator,Swift,Base,SP16,Contacted,7,No,No
LD21014,2025-11-05,Website,Nexon,Base,SP7,New,2,No,Yes
LD21015,2025-12-02,Walk-in,Creta,Base,SP14,Lost,7,Yes,No
LD21016,2024-10-03,Referral,Nexon,Base,SP14,Test Drive,3,No,No
LD21017,2025-08-19,Aggregator,Creta,Top,SP7,Test Drive,7,No,No
LD21018,2024-07-12,Walk-in,Nexon,Base,SP16,Lost,2,No,No
LD21019,2025-11-23,Walk-in,Swift,Top,SP18,Test Drive,2,Yes,Yes
LD21020,2024-01-21,Aggregator,Baleno,Base,SP6,Test Drive,0,Yes,No
LD21021,2025-02-02,Referral,Venue,Base,SP7,New,7,No,Yes
LD21022,2025-12-15,Referral,Venue,Mid,SP19,Booked,7,Yes,No
LD21023,2024-07-20,Walk-in,Nexon,Mid,SP8,Lost,8,Yes,No
LD21024,2025-04-10,Facebook,Swift,Top,SP1,Lost,5,Yes,Yes
LD21025,2024-05-30,Walk-in,Venue,Mid,SP17,New,1,Yes,Yes
LD21026,2024-06-07,Aggregator,Nexon,Base,SP19,New,0,No,No
LD21027,2024-11-05,Aggregator,City,Top,SP7,Contacted,7,No,Yes
LD21028,2025-05-18,Aggregator,Nexon,Mid,SP18,Contacted,9,No,No
LD21029,2024-01-26,Referral,Creta,Base,SP6,Contacted,3,No,Yes
LD21030,2024-03-06,Website,Venue,Mid,SP6,Test Drive,6,Yes,Yes
LD21031,2024-09-19,Aggregator,Venue,Mid,SP1,Booked,9,No,No
LD21032,2025-04-16,Aggregator,City,Mid,SP10,Lost,3,Yes,Yes
LD21033,2024-06-15,Facebook,Baleno,Mid,SP8,New,0,No,No
LD21034,2024-06-02,Facebook,Nexon,Base,SP7,Contacted,7,No,Yes
LD21035,2024-12-08,Walk-in,Baleno,Mid,SP9,Contacted,9,Yes,No
